Install_Dates,campaign_id,Country,installs,spends
2020-04-24,159253,AT,15.0,9.36
2020-04-24,19115,TW,9.0,12.76
2020-04-20,22083,SA,0.0,1.32
2020-04-25,794235,IN,1.0,0.01
2020-05-10,19115,RU,674.0,177.0
2020-05-11,22083,NL,6.0,1.55
2020-03-20,791951,US,88.0,28.88
2020-04-30,91502,FI,15.0,1.83
2020-03-23,90464,UN,0.0,0.84
2020-05-17,19115,DE,7.0,16.96
2020-04-14,159253,DK,4.0,2.25
2020-03-29,790034,RU,3112.0,507.46
2020-04-14,787170,CZ,246.0,40.24
2020-03-27,161666,PT,2.0,0.16
2020-04-24,90133,BY,61.0,0.54
2020-04-29,159854,FR,7.0,1.67
2020-05-18,794235,UG,0.0,0.01
2020-04-05,788948,MD,54.0,1.89
2020-05-07,94033,PL,38.0,35.57
2020-04-28,22083,JP,0.0,1.91
2020-04-16,19115,PL,67.0,46.33
2020-04-23,790437,RU,1.0,0.14
2020-04-17,788070,ID,0.0,0.72
2020-05-07,93687,NZ,2.0,8.86
2020-03-24,158583,CH,1.0,0.35
2020-04-20,92368,HK,2.0,4.25
2020-04-12,803588,RU,83.0,8.55
2020-04-30,803170,RU,88.0,48.73
2020-04-13,788931,MD,28.0,3.53
2020-04-15,160483,TW,46.0,32.12
2020-04-29,791763,US,52.0,32.23
2020-04-01,95842,US,116.0,229.03
2020-05-05,22083,UK,6.0,2.07
2020-03-26,19115,IT,37.0,8.61
2020-04-16,786589,BR,268.0,20.65
2020-03-24,19115,DK,4.0,2.35
2020-04-19,19115,HU,21.0,6.01
2020-05-04,794235,SN,3.0,0.02
2020-03-29,94578,SK,3.0,0.17
2020-04-28,159253,DE,4.0,3.37
2020-04-28,803255,UA,1.0,0.24
2020-03-28,792192,UZ,462.0,11.58
2020-04-13,788709,KZ,31.0,7.17
2020-03-24,161666,PL,21.0,1.76
2020-03-20,160483,JP,1.0,0.5
2020-05-14,794235,JO,38.0,0.3
2020-03-30,786843,BY,333.0,11.69
2020-05-10,19115,RO,7.0,3.07
2020-05-16,794235,VE,59.0,0.5
2020-05-06,19115,CZ,8.0,3.26
2020-05-06,786995,CH,14.0,11.99
2020-04-23,792410,UZ,175.0,3.46
2020-04-20,792342,UZ,0.0,2.34
2020-04-30,89917,AU,11.0,32.11
2020-05-07,22083,FR,4.0,5.47
2020-04-30,787274,DE,75.0,27.55
2020-04-20,787935,GE,1.0,0.05
2020-04-17,792342,AR,0.0,2.9
2020-04-19,793773,BF,0.0,0.01
2020-05-16,93101,KR,5.0,0.62
2020-03-24,90619,DE,215.0,181.57
2020-04-30,791631,US,118.0,91.77
2020-04-15,791179,UA,87.0,49.43
2020-05-16,19115,ES,10.0,2.69
2020-04-20,793773,MM,0.0,0.09
2020-05-04,22083,US,8.0,85.99
2020-03-20,788563,KR,15.0,2.68
2020-05-17,787225,DE,91.0,28.13
2020-05-09,791542,UK,40.0,19.84
2020-05-17,90619,DK,3.0,2.38
2020-05-06,19115,NO,2.0,1.66
2020-03-19,19115,SE,1.0,0.2
2020-05-05,794235,SV,5.0,0.02
2020-05-10,792410,PH,36.0,0.7
2020-05-15,19115,FI,6.0,1.3
2020-04-21,790778,UA,777.0,104.4
2020-03-20,786627,BR,161.0,10.11
2020-04-28,94692,UA,147.0,44.2
2020-05-15,789292,PL,116.0,33.29
2020-05-06,22083,TW,5.0,3.36
2020-04-20,22083,RU,187.0,535.43
2020-05-14,22083,CA,2.0,6.65
2020-03-30,788477,JP,8.0,2.52
2020-04-30,159854,UK,7.0,2.28
2020-03-26,19115,KR,25.0,32.67
2020-03-27,791913,US,0.0,50.1596
2020-04-30,794235,RS,5.0,0.02
2020-04-14,787481,DE,170.0,69.74
2020-03-21,158583,JP,13.0,6.5
2020-04-17,787456,DE,1.0,0.08
2020-05-06,92708,JP,14.0,51.01
2020-04-29,22083,DE,46.0,9.74
2020-05-08,794235,BA,3.0,0.02
2020-03-30,788408,IT,124.0,11.25
2020-05-18,22083,PH,2.0,0.18
2020-03-24,161569,US,46.0,38.28
2020-04-07,19115,HK,3.0,1.1
2020-04-12,91872,FR,17.0,7.51
2020-04-23,19115,UA,42.0,6.19
2020-05-18,19115,JP,2.0,13.95
2020-03-20,90619,AT,5.0,5.56
2020-04-24,794235,EG,19.0,0.09
2020-04-27,794235,MA,7.0,0.04
2020-05-17,786972,CH,27.0,21.14
2020-05-04,93399,NL,48.0,57.59
2020-05-01,786429,AT,62.0,35.75
2020-05-13,794235,GR,5.0,0.04
2020-04-07,19115,IE,6.0,1.71
2020-05-02,794235,PE,1.0,0.01
2020-05-04,160483,KR,20.0,23.95
2020-04-30,94157,QA,2.0,1.69
2020-05-03,791300,UA,1.0,0.04
2020-05-11,787112,CL,14.0,1.83
2020-04-25,794235,KH,4.0,0.02
2020-04-29,794235,MK,2.0,0.01
2020-05-08,794235,CO,1.0,0.01
2020-05-16,95659,US,43.0,106.15
2020-05-10,803115,DE,2.0,1.08
2020-04-20,793773,BD,0.0,0.06
2020-04-17,22083,IT,5.0,0.76
2020-04-25,19115,UK,10.0,11.19
2020-05-03,94342,SE,14.0,21.36
2020-04-19,793773,LA,0.0,0.04
2020-04-25,22083,CH,1.0,2.07
2020-04-27,160483,JP,69.0,59.25
2020-05-09,788709,KZ,3.0,0.39
2020-03-19,96018,US,33.0,2.8
2020-04-19,793773,SV,0.0,0.02
2020-04-28,788127,IN,20.0,0.74
2020-04-24,90375,CH,17.0,26.82
2020-05-04,794235,MM,9.0,0.04
2020-04-12,19115,RO,18.0,3.42
2020-04-16,19115,CZ,2.0,0.32
2020-04-16,786995,CH,52.0,49.47
2020-04-06,792107,PH,174.0,20.23
2020-05-02,794235,CI,2.0,0.01
2020-04-21,786843,BY,4.0,0.25
2020-04-20,791455,UA,34.0,7.0
2020-04-30,94248,QA,5.0,0.56
2020-05-16,794235,GU,1.0,0.01
2020-04-29,93027,KR,25.0,37.47
2020-05-08,792410,AR,188.0,3.78
2020-04-30,95040,UA,144.0,39.78
2020-05-03,791179,UA,7.0,2.79
2020-04-02,93101,KR,7.0,0.44
2020-05-15,794235,DO,8.0,0.08
2020-04-23,90619,DE,29.0,36.56
2020-04-13,790629,SK,3.0,0.26
2020-04-13,791542,UK,165.0,59.67
2020-03-23,789016,NO,9.0,1.44
2020-04-02,19115,ES,45.0,10.2
2020-04-27,792410,CG,14.0,0.26
2020-03-23,94692,UA,10.0,2.27
2020-05-01,19115,SE,2.0,1.33
2020-04-03,19115,FI,13.0,3.08
2020-04-05,90619,DK,1.0,1.38
2020-04-16,19115,NO,2.0,13.22
2020-04-21,790678,TW,31.0,43.47
2020-05-18,792410,VN,36.0,0.52
2020-03-28,788454,JP,18.0,4.61
2020-05-12,789909,RU,241.0,29.89
2020-04-30,794235,LB,27.0,0.14
2020-04-16,22083,TW,9.0,0.36
2020-05-05,794235,BF,1.0,0.01
2020-04-25,790592,SK,86.0,17.18
2020-03-24,95842,UN,0.0,0.11
2020-04-25,19115,KR,1.0,2.63
2020-04-20,90039,BE,8.0,12.25
2020-04-16,92708,JP,10.0,26.74
2020-05-18,794235,EC,16.0,0.13
2020-05-18,792410,TR,19.0,0.38
2020-03-27,788583,KR,58.0,16.8
2020-04-14,791401,UA,4.0,0.2
2020-03-30,92492,HR,1.0,0.06
2020-04-07,789470,PL,151.0,15.0
2020-05-10,91872,FR,26.0,14.61
2020-03-24,19115,UA,221.0,37.59
2020-04-04,19115,JP,8.0,9.01
2020-05-05,794235,LA,3.0,0.02
2020-05-11,19115,HK,2.0,0.71
2020-05-04,794235,BD,35.0,0.18
2020-04-23,161569,US,16.0,10.23
2020-04-14,788001,GE,1.0,0.02
2020-04-27,90619,AT,1.0,2.16
2020-05-07,794235,PK,116.0,0.58
2020-04-14,93399,NL,53.0,39.72
2020-04-26,93619,NO,7.0,12.91
2020-04-17,793773,KG,0.0,0.02
2020-04-15,787847,FR,1.0,0.11
2020-04-07,787112,CL,9.0,0.52
2020-04-15,791300,UA,3.0,0.13
2020-04-14,160483,KR,41.0,30.96
2020-04-10,788894,LV,10.0,0.75
2020-05-11,19115,IE,4.0,0.96
2020-04-02,95659,US,61.0,139.34
2020-05-09,794235,PA,2.0,0.01
2020-04-24,794235,UY,2.0,0.01
2020-04-15,94342,SE,4.0,0.82
2020-05-01,794235,BO,2.0,0.01
2020-05-05,22083,IT,8.0,2.41
2020-03-26,19115,UK,11.0,9.13
2020-04-30,19115,QA,1.0,0.05
2020-03-28,90430,CH,3.0,0.42
2020-03-29,789575,RO,1.0,0.03
2020-04-12,161271,UA,400.0,40.67
2020-05-04,794235,LY,11.0,0.06
2020-03-18,19115,AU,3.0,1.8
2020-04-22,92607,IT,61.0,42.56
2020-05-11,789528,RO,1.0,0.04
2020-05-11,794235,TN,12.0,0.06
2020-03-22,94608,TW,53.0,170.94
2020-05-15,791156,UA,61.0,43.78
2020-04-28,792410,MX,43.0,0.92
2020-03-28,788982,MX,149.0,4.44
2020-03-28,19115,FR,41.0,23.06
2020-04-14,786714,BY,247.0,22.03
2020-04-25,789721,RU,523.0,99.73
2020-04-09,90464,CZ,14.0,4.18
2020-04-26,160845,RU,786.0,138.17
2020-03-25,19115,US,56.0,72.72
2020-04-06,98067,AF,1.0,0.1
2020-04-24,790003,RU,2.0,0.4
2020-04-13,92926,KR,5.0,16.16
2020-05-15,794235,HN,10.0,0.07
2020-05-15,788636,KZ,1.0,0.11
2020-04-12,19115,RU,473.0,114.47
2020-03-27,159253,AT,6.0,1.64
2020-03-27,19115,TW,18.0,19.18
2020-04-30,159854,IT,11.0,1.74
2020-05-05,794235,CR,2.0,0.01
2020-03-19,19115,CA,2.0,1.73
2020-05-17,794235,GM,2.0,0.02
2020-05-15,22083,BR,8.0,0.35
2020-03-23,19115,PH,17.0,9.86
2020-04-18,790034,RU,380.0,47.88
2020-05-04,787170,CZ,3.0,0.64
2020-05-04,159253,DK,2.0,0.24
2020-04-05,19115,DE,85.0,100.84
2020-04-09,788437,JP,10.0,10.37
2020-03-22,159854,FR,125.0,43.2
2020-03-27,90133,BY,50.0,0.56
2020-03-28,161666,RO,2.0,0.12
2020-05-06,19115,PL,36.0,10.8
2020-04-09,94296,SE,17.0,19.59
2020-04-11,94033,PL,21.0,2.59
2020-04-19,790549,RU,206.0,19.36
2020-04-23,92440,HR,21.0,21.52
2020-04-11,93687,NZ,8.0,2.04
2020-04-18,788531,KR,1.0,2.39
2020-03-26,788794,KZ,409.0,20.43
2020-05-03,160483,TW,8.0,4.02
2020-03-28,158780,MY,1.0,0.13
2020-05-02,788078,ID,1.0,0.02
2020-05-15,794235,GG,1.0,0.01
2020-04-22,94628,TW,3.0,6.9
2020-04-17,22083,UK,5.0,0.21
2020-04-25,19115,IT,10.0,2.64
2020-04-25,22083,UNKNOWN,0.0,21.96
2020-04-30,789616,RU,16.0,2.57
2020-03-24,161666,NO,3.0,0.48
2020-04-20,95842,US,13.0,34.66
2020-03-23,161666,FI,1.0,0.08
2020-05-03,789436,PL,216.0,48.11
2020-03-23,159253,DE,90.0,30.13
2020-03-28,19115,HU,11.0,1.89
2020-04-23,19115,DK,7.0,10.55
2020-04-17,787935,GE,3.0,0.22
2020-04-03,787274,DE,141.0,54.3
2020-04-20,792342,AR,0.0,2.34
2020-04-29,790465,RU,3.0,0.52
2020-04-02,791631,US,23.0,14.38
2020-05-08,90619,DE,18.0,18.87
2020-04-18,791179,UA,3.0,0.6
2020-05-16,95040,UA,272.0,61.57
2020-04-23,792410,AR,138.0,2.22
2020-04-08,789587,RO,2.0,0.06
2020-04-09,786955,CA,12.0,2.52
2020-05-14,93027,KR,20.0,35.46
2020-03-24,96175,GE,6.0,0.09
2020-03-26,19115,RO,15.0,2.84
2020-05-18,794235,CI,5.0,0.04
2020-03-30,19115,CZ,62.0,13.26
2020-04-17,792342,UZ,0.0,3.92
2020-05-13,788127,IN,5.0,0.17
2020-04-24,788709,KZ,16.0,3.1
2020-05-12,160483,JP,8.0,4.17
2020-05-05,90039,BE,17.0,7.28
2020-04-07,93546,NL,8.0,2.7
2020-04-19,787481,DE,135.0,59.16
2020-05-15,794235,LB,125.0,1.01
2020-04-20,794235,BF,2.0,0.01
2020-04-17,22083,RU,124.0,55.11
2020-04-27,789909,RU,227.0,29.86
2020-04-20,793773,YE,0.0,0.01
2020-05-02,792410,VN,272.0,7.4
2020-05-06,790678,TW,1.0,1.05
2020-05-18,794235,BG,9.0,0.07
2020-05-14,794235,SR,5.0,0.03
2020-03-19,90619,DK,2.0,1.94
2020-03-30,19115,NO,1.0,0.09
2020-03-29,158583,KR,1.0,0.4
2020-05-17,19115,SE,1.0,0.26
2020-04-16,790778,UA,310.0,32.75
2020-04-09,94692,UA,110.0,33.0
2020-05-12,792410,CG,3.0,0.06
2020-05-10,788298,IT,182.0,31.51
2020-04-17,793773,MM,0.0,0.02
2020-05-17,794235,MF,1.0,0.01
2020-04-09,789016,NO,20.0,4.8
2020-03-26,161666,HU,28.0,1.62
2020-03-27,790629,SK,34.0,2.38
2020-03-28,788001,GE,1.0,0.02
2020-05-12,90619,AT,9.0,6.83
2020-04-22,794235,PK,97.0,0.49
2020-05-08,161569,US,2.0,1.18
2020-04-26,19115,HK,1.0,0.11
2020-04-20,794235,LA,5.0,0.03
2020-04-25,91872,FR,28.0,18.97
2020-03-18,19115,JP,7.0,5.98
2020-04-10,19115,UA,120.0,20.46
2020-04-11,803393,UA,41.0,7.5
2020-05-01,92551,IE,11.0,16.27
2020-03-28,791401,UA,32.0,1.28
2020-05-02,792410,TR,56.0,1.45
2020-05-16,794235,MD,9.0,0.07
2020-04-05,787262,DE,40.0,20.16
2020-05-04,794235,KG,5.0,0.02
2020-05-02,794235,EC,3.0,0.02
2020-03-30,92708,JP,17.0,47.09
2020-04-12,19115,UK,24.0,14.39
2020-04-20,22083,IT,5.0,7.16
2020-04-17,793773,BD,0.0,0.1
2020-04-06,92356,HK,2.0,18.17
2020-05-17,794235,BO,16.0,0.13
2020-03-23,161666,BE,26.0,3.75
2020-04-08,787605,DE,3.0,1.5
2020-05-15,794235,CK,1.0,0.01
2020-03-24,788894,LV,13.0,0.78
2020-04-26,19115,IE,2.0,0.4
2020-03-28,160483,KR,8.0,3.63
2020-04-07,91425,FI,14.0,9.36
2020-04-03,94157,QA,1.0,2.83
2020-03-29,791300,UA,238.0,10.2
2020-03-29,787847,FR,51.0,5.64
2020-05-18,794235,MN,3.0,0.01
2020-04-11,790709,TW,1.0,0.4
2020-04-17,788199,IN,1.0,0.01
2020-04-11,94033,UN,0.0,0.02
2020-04-05,786429,AT,62.0,19.96
2020-04-22,786565,AU,2.0,0.8
2020-04-14,19115,FR,1.0,7.32
2020-05-02,791854,US,1.0,2.73
2020-04-25,93761,NZ,5.0,5.74
2020-05-13,792410,MX,39.0,0.78
2020-04-24,91461,FI,14.0,21.05
2020-05-16,794235,CY,4.0,0.03
2020-04-26,794235,TN,8.0,0.04
2020-04-10,95525,UK,2.0,0.88
2020-03-28,789100,PH,228.0,17.28
2020-05-13,794235,PR,1.0,0.01
2020-04-26,789528,RO,2.0,0.19
2020-04-01,19115,AT,3.0,5.41
2020-04-17,793773,AL,0.0,0.04
2020-05-07,92607,IT,45.0,26.62
2020-04-04,19115,AU,16.0,6.97
2020-04-30,93806,PL,71.0,23.97
2020-04-03,787907,UK,24.0,5.32
2020-04-01,96175,UZ,67.0,0.92
2020-04-03,788019,GE,33.0,0.64
2020-05-09,19115,HR,3.0,1.34
2020-05-16,19115,QA,1.0,1.45
2020-05-15,794235,MV,0.0,0.01
2020-05-16,159854,IT,57.0,13.19
2020-04-17,22083,SA,2.0,0.07
2020-04-13,19115,TW,2.0,4.19
2020-04-13,159253,AT,9.0,5.34
2020-04-30,788636,KZ,10.0,0.97
2020-03-26,19115,RU,1645.0,372.01
2020-04-30,794235,HN,2.0,0.02
2020-03-27,92926,KR,2.0,12.47
2020-05-09,790003,RU,1.0,0.19
2020-04-17,793773,LY,0.0,0.05
2020-04-03,19115,BE,21.0,5.48
2020-04-26,94530,SK,1.0,0.23
2020-04-11,19115,US,80.0,143.76
2020-03-23,90464,CZ,52.0,24.82
2020-05-11,160845,RU,1251.0,225.3
2020-03-25,788390,IT,2.0,0.08
2020-05-10,789721,RU,355.0,51.18
2020-04-21,19115,PL,55.0,20.01
2020-03-28,791927,US,40.0,59.33
2020-04-13,90133,BY,48.0,0.62
2020-04-08,159854,FR,6.0,1.11
2020-03-19,19115,DE,75.0,89.27
2020-04-19,159253,DK,3.0,0.93
2020-04-19,787170,CZ,215.0,41.05
2020-03-21,22083,NL,0.0,0.12
2020-04-03,91502,FI,4.0,0.36
2020-04-30,22083,BR,0.0,0.25
2020-05-18,794235,AO,1.0,0.01
2020-05-08,19115,DK,5.0,4.0
2020-03-24,161666,KW,7.0,0.84
2020-05-05,22083,UNKNOWN,0.0,10.94
2020-04-14,19115,HU,6.0,1.92
2020-04-09,159253,DE,29.0,10.22
2020-04-08,791763,US,88.0,62.4
2020-05-15,789616,RU,16.0,2.56
2020-05-05,95842,US,33.0,22.1
2020-04-01,19115,CH,1.0,0.31
2020-05-10,19115,IT,2.0,0.07
2020-05-07,94628,TW,0.0,0.98
2020-04-21,786589,BR,20.0,2.03
2020-04-24,788931,MD,1.0,0.2
2020-04-03,803170,RU,3.0,1.31
2020-04-18,160483,TW,15.0,11.03
2020-04-10,790437,RU,182.0,31.35
2020-04-20,788070,ID,0.0,1.13
2020-04-12,788794,KZ,18.0,0.45
2020-04-17,92368,HK,0.0,0.46
2020-04-24,19115,IS,1.0,0.24
2020-04-25,794235,TJ,1.0,0.01
2020-04-14,790653,SK,1.0,0.1
2020-03-25,91391,DK,2.0,0.35
2020-05-07,19115,AT,3.0,5.17
2020-04-05,789528,RO,207.0,18.3
2020-04-06,787708,FI,16.0,1.6
2020-04-18,793773,PY,0.0,0.01
2020-03-29,19115,HR,7.0,0.69
2020-03-22,19115,QA,1.0,0.12
2020-04-05,90348,CH,4.0,9.06
2020-04-09,93806,PL,60.0,27.66
2020-05-04,161271,UA,54.0,2.38
2020-04-22,792410,GE,2.0,0.04
2020-05-08,787244,DE,2.0,2.39
2020-04-25,19115,FR,10.0,2.74
2020-04-17,786565,AU,2.0,0.8
2020-04-14,93761,NZ,2.0,0.39
2020-05-15,794235,DZ,113.0,0.95
2020-04-21,95525,UK,35.0,29.43
2020-04-15,91461,FI,3.0,2.02
2020-04-20,19115,US,72.0,171.47
2020-03-26,161666,MX,32.0,1.92
2020-03-24,792044,US,376.0,300.91
2020-04-16,19115,NZ,1.0,3.78
2020-04-27,788839,LV,72.0,16.45
2020-05-02,794235,NI,2.0,0.01
2020-04-28,19115,BE,9.0,2.49
2020-04-05,94530,SK,0.0,0.54
2020-05-10,786714,BY,11.0,1.29
2020-05-15,794235,ET,4.0,0.04
2020-03-28,96175,RS,2.0,0.03
2020-04-18,19115,TW,4.0,7.99
2020-04-18,159253,AT,1.0,0.67
2020-05-04,19115,RU,1200.0,305.58
2020-04-09,788636,KZ,190.0,28.21
2020-04-02,789191,PH,6.0,0.12
2020-04-26,19115,CA,1.0,1.18
2020-05-16,794235,Unknown,0.0,0.01
2020-03-22,159854,IT,175.0,58.08
2020-04-22,22083,SA,0.0,0.69
2020-03-27,788761,KZ,22.0,0.7
2020-05-01,792410,PY,42.0,0.86
2020-05-18,786530,AU,0.0,0.68
2020-05-10,792410,AM,39.0,0.78
2020-04-11,92536,IE,5.0,4.66
2020-04-12,159253,DK,9.0,4.85
2020-04-12,787170,CZ,207.0,36.44
2020-05-14,787733,FR,1.0,0.26
2020-03-27,790034,RU,1804.0,206.75
2020-05-11,19115,DE,58.0,48.2
2020-05-17,22083,NL,2.0,5.35
2020-04-28,91502,FI,15.0,2.27
2020-03-18,791951,US,90.0,28.55
2020-04-10,19115,PL,193.0,42.72
2020-03-22,90262,CA,6.0,0.84
2020-05-05,94033,PL,82.0,36.59
2020-04-07,788948,MD,105.0,3.7
2020-05-09,22083,UA,18.0,0.31
2020-04-30,22083,JP,8.0,1.87
2020-04-18,90133,BY,48.0,0.52
2020-04-30,159854,FR,10.0,2.56
2020-04-13,160483,TW,19.0,14.35
2020-04-14,803588,RU,39.0,0.33
2020-04-15,788931,MD,3.0,0.46
2020-04-28,803170,RU,95.0,45.37
2020-04-22,92368,HK,4.0,1.91
2020-04-21,790437,RU,2.0,0.61
2020-05-05,93687,NZ,8.0,15.37
2020-04-25,19115,HU,8.0,2.53
2020-04-30,159253,DE,21.0,4.41
2020-03-27,94578,SK,5.0,0.17
2020-03-30,19115,DK,2.0,13.27
2020-03-28,19115,IT,16.0,3.89
2020-05-07,22083,UK,2.0,3.64
2020-04-10,786589,BR,171.0,9.96
2020-04-30,791763,US,48.0,33.04
2020-03-25,95842,US,32.0,78.93
2020-04-21,792410,UZ,174.0,3.42
2020-03-24,786843,BY,593.0,20.68
2020-05-08,19115,CZ,13.0,3.36
2020-05-08,786995,CH,25.0,24.18
2020-05-14,794235,VE,72.0,0.6
2020-05-04,19115,RO,11.0,1.12
2020-04-22,792342,UZ,0.0,0.1
2020-05-16,794235,JO,38.0,0.31
2020-04-30,803255,UA,2.0,0.5
2020-04-15,788709,KZ,29.0,6.42
2020-03-26,792192,UZ,599.0,15.08
2020-04-13,791179,UA,104.0,49.25
2020-04-22,787935,GE,1.0,0.18
2020-04-28,787274,DE,86.0,31.96
2020-03-30,90619,DE,193.0,185.76
2020-04-29,791631,US,59.0,39.54
2020-05-14,93101,KR,4.0,0.81
2020-05-05,22083,FR,14.0,5.79
2020-04-29,89917,AU,10.0,31.04
2020-04-08,791872,US,32.0,42.71
2020-03-18,786627,BR,182.0,9.79
2020-04-23,790778,UA,778.0,97.49
2020-04-30,94692,UA,94.0,37.58
2020-05-13,789292,PL,127.0,29.54
2020-05-08,19115,NO,1.0,0.16
2020-05-11,90619,DK,3.0,3.65
2020-05-04,792410,PH,30.0,0.62
2020-05-07,794235,SV,5.0,0.02
2020-05-13,19115,FI,5.0,1.6
2020-05-03,791542,UK,50.0,22.41
2020-03-18,788563,KR,20.0,3.84
2020-05-14,19115,ES,36.0,7.26
2020-05-10,22083,US,11.0,35.79
2020-04-12,787481,DE,124.0,54.6
2020-03-29,791913,US,0.0,41.4408
2020-03-28,19115,KR,15.0,15.78
2020-03-24,788477,JP,4.0,1.12
2020-05-16,22083,CA,0.0,4.35
2020-04-29,159854,UK,7.0,2.28
2020-05-08,22083,TW,3.0,4.08
2020-04-22,22083,RU,66.0,141.72
2020-04-25,788454,JP,1.0,0.26
2020-04-07,92551,IE,1.0,0.05
2020-05-06,794235,BA,5.0,0.02
2020-03-24,788408,IT,206.0,18.54
2020-05-08,92708,JP,16.0,43.76
2020-04-30,22083,DE,31.0,45.09
2020-03-18,90619,AT,4.0,4.19
2020-04-17,793773,KH,0.0,0.01
2020-05-02,794235,MA,9.0,0.04
2020-04-05,19115,HK,3.0,1.1
2020-04-21,19115,UA,67.0,12.66
2020-03-30,161569,US,39.0,24.23
2020-04-09,790575,SE,3.0,0.39
2020-05-17,787112,CL,3.0,0.39
2020-04-05,19115,IE,8.0,4.07
2020-05-15,794235,GR,9.0,0.07
2020-04-28,94157,QA,3.0,2.83
2020-05-10,160483,KR,7.0,7.79
2020-04-20,94033,UN,0.0,0.6
2020-05-17,794235,JM,3.0,0.03
2020-04-26,786429,AT,59.0,32.67
2020-05-10,93399,NL,26.0,13.15
2020-04-19,22083,CH,1.0,1.12
2020-04-19,19115,UK,18.0,27.0
2020-05-06,794235,CO,5.0,0.02
2020-04-30,794235,MK,3.0,0.02
2020-05-04,803115,DE,5.0,2.56
2020-05-14,95659,US,38.0,70.98
2020-04-19,793773,PK,0.0,0.58
2020-03-20,93375,MX,12.0,0.13
2020-05-03,794235,GA,3.0,0.02
2020-05-06,95525,UK,21.0,26.64
2020-04-30,794235,DZ,26.0,0.12
2020-03-26,161666,IN,18.0,0.27
2020-05-10,19115,FR,7.0,9.14
2020-04-29,92847,JP,26.0,42.07
2020-05-07,792410,GE,7.0,0.14
2020-04-19,161271,UA,57.0,2.52
2020-04-08,19115,QA,1.0,0.05
2020-04-15,19115,HR,4.0,0.49
2020-04-26,786918,BY,47.0,2.5
2020-04-22,19115,AT,2.0,0.34
2020-04-04,788044,HR,104.0,11.97
2020-04-15,803472,US,1.0,2.0
2020-05-10,794235,TJ,4.0,0.02
2020-05-12,19115,AU,1.0,0.15
2020-04-17,92607,IT,34.0,16.58
2020-05-15,794235,MY,1.0,0.01
2020-04-18,92926,KR,14.0,28.71
2020-04-25,792410,AM,16.0,0.24
2020-05-02,786530,AU,1.0,0.55
2020-05-17,792410,PY,2.0,0.03
2020-04-15,790003,RU,251.0,47.42
2020-05-18,794235,BR,2.0,0.02
2020-04-18,792342,AM,0.0,0.7
2020-03-24,161666,ID,77.0,4.62
2020-05-16,794235,OM,1.0,0.01
2020-05-07,22083,SA,3.0,1.89
2020-04-13,788761,KZ,2.0,0.06
2020-03-19,792160,UZ,84.0,0.88
2020-04-08,159854,IT,4.0,0.3
2020-05-11,19115,CA,2.0,0.33
2020-03-22,788206,IN,53.0,0.42
2020-03-24,158583,US,90.0,67.5
2020-04-19,19115,RU,805.0,222.03
2020-05-04,794235,IN,5.0,0.03
2020-05-03,159253,AT,3.0,0.56
2020-05-03,19115,TW,8.0,8.49
2020-04-14,789721,RU,173.0,30.29
2020-04-05,160845,RU,962.0,129.48
2020-04-25,786714,BY,110.0,16.4
2020-04-04,95464,UK,29.0,31.57
2020-05-13,19115,BE,9.0,1.7
2020-03-23,161666,MY,202.0,24.24
2020-05-12,788839,LV,2.0,0.39
2020-03-30,19115,NZ,5.0,1.22
2020-05-05,19115,US,11.0,15.42
2020-05-18,794235,NI,16.0,0.13
2020-03-26,158583,TW,3.0,1.25
2020-04-11,787676,DK,6.0,1.03
2020-05-16,159854,FR,93.0,30.31
2020-05-03,90133,BY,32.0,0.35
2020-05-15,22083,JP,4.0,3.25
2020-04-06,803287,BR,1.0,0.28
2020-04-20,94033,PL,150.0,48.48
2020-03-21,788948,MD,14.0,0.28
2020-03-24,790667,TH,3.0,0.03
2020-03-24,19115,PL,8.0,1.85
2020-03-21,92340,GR,1.0,0.02
2020-04-12,786357,AE,21.0,3.01
2020-05-13,91502,FI,21.0,2.36
2020-04-04,791951,US,18.0,6.12
2020-05-01,22083,NL,3.0,1.86
2020-04-26,19115,DE,34.0,25.82
2020-04-03,90464,UN,0.0,0.5
2020-04-29,787733,FR,12.0,2.76
2020-04-13,790034,RU,445.0,59.53
2020-03-26,159253,DK,5.0,1.37
2020-04-11,95842,US,9.0,0.91
2020-05-16,791763,US,79.0,118.43
2020-04-03,93261,KZ,4.0,3.66
2020-04-17,94628,TW,10.0,16.31
2020-04-14,19115,IT,3.0,0.82
2020-04-22,22083,UK,13.0,1.06
2020-05-13,794235,SO,6.0,0.05
2020-03-20,788099,IL,8.0,0.33
2020-04-16,19115,DK,5.0,1.97
2020-05-17,788609,KZ,402.0,24.65
2020-05-15,159253,DE,10.0,5.21
2020-05-10,19115,HU,3.0,0.22
2020-04-25,794235,SN,1.0,0.01
2020-04-13,788531,KR,36.0,78.5
2020-03-21,94405,SE,17.0,3.97
2020-04-20,93687,NZ,16.0,16.45
2020-03-23,92193,FR,30.0,1.03
2020-04-05,92097,FR,2.0,0.27
2020-05-07,92368,HK,0.0,1.99
2020-04-16,92440,HR,8.0,8.01
2020-03-20,96175,CO,12.0,0.21
2020-05-13,803170,RU,77.0,53.5
2020-03-28,803588,RU,187.0,15.2
2020-03-27,160483,TW,11.0,5.17
2020-05-07,794235,TH,3.0,0.01
2020-04-09,94248,QA,0.0,0.02
2020-05-16,794235,CL,3.0,0.02
2020-04-11,791455,UA,38.0,7.6
